,patnum,patnum_kpss,ptype,applnum,ee_number,ee_name,ee_role,ee_role_desc,ee_country,ee_state,ee_city,backward_cites,forward_cites,grantyear,applyear
11694,9052222,9052222,utility,13343990,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,10,0,2015,2012
11698,9619078,9619078,utility,14638288,0,"MOTOROLA SOLUTIONS, INC.",2,United States company or corporation,US,IL,Chicago,2,0,2017,2015
11700,9227971,9227971,utility,13520274,0,Merck Sharp & Dohme Corp.,2,United States company or corporation,US,NJ,Rahway,2,0,2016,2011
11702,9667708,9667708,utility,14983868,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,7,0,2017,2015
11706,9312042,9312042,utility,14039548,0,SunPower Corporation,2,United States company or corporation,US,CA,San Jose,0,15,2016,2013
11709,9889579,9889579,utility,14476078,0,"National Gypsum Properties, LLC",2,United States company or corporation,US,NC,Charlotte,53,0,2018,2014
11710,8746275,8746275,utility,13181205,0,Emerson Electric Co.,2,United States company or corporation,US,MO,St. Louis,65,6,2014,2011
11711,9045483,9045483,utility,13891076,0,City of Hope,2,United States company or corporation,US,CA,Duarte,0,0,2015,2013
11712,9327650,9327650,utility,14447129,0,"Toyota Motor Engineering & Manufacturing North America, Inc.",2,United States company or corporation,US,KY,Erlanger,46,0,2016,2014
11716,8508623,8508623,utility,13209013,0,Intellectual Ventures Fund 83 LLC,2,United States company or corporation,US,NV,Las Vegas,20,0,2013,2011
11719,9060631,9060631,utility,13185407,0,Tac-Fast Georgia LLC,2,United States company or corporation,US,GA,Atlanta,27,1,2015,2011
11722,8193590,8193590,utility,13154559,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,7,0,2012,2011
11723,9224754,9224754,utility,14273377,0,Intel Corporation,2,United States company or corporation,US,CA,Santa Clara,358,1,2015,2014
11725,8697752,8697752,utility,13439631,0,"Pacific Tech Industries, Inc.",2,United States company or corporation,US,CA,Buena Park,5,10,2014,2012
11727,10251496,10251496,utility,15442732,0,"ComicLock, LLC",2,United States company or corporation,US,IL,Wheaton,9,0,2019,2017
11730,8833586,8833586,utility,12762292,0,"Runway Blue, LLC",2,United States company or corporation,US,UT,Lehi,119,36,2014,2010
11734,8353435,8353435,utility,13554223,0,Black & Decker Inc.,2,United States company or corporation,US,DE,Newark,45,0,2013,2012
11739,9838824,9838824,utility,15296883,0,Avaya Inc.,2,United States company or corporation,US,CA,Santa Clara,13,1,2017,2016
11743,10164856,10164856,utility,13668355,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,8,0,2018,2012
11746,10028262,10028262,utility,15446183,0,"Optis Wireless Technology, LLC",2,United States company or corporation,US,TX,Plano,65,1,2018,2017
11755,8950716,8950716,utility,13631915,0,"Production Resource Group, LLC",2,United States company or corporation,US,NY,New Windsor,6,4,2015,2012
11757,9063996,9063996,utility,14010147,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,14,0,2015,2013
11760,10215440,10215440,utility,15229659,0,"ADVANCED COOLING TECHNOLOGIES, INC.",2,United States company or corporation,US,PA,Lancaster,8,0,2019,2016
11764,10309658,10309658,utility,15094160,0,Hall Labs LLC,2,United States company or corporation,US,UT,Provo,0,0,2019,2016
11765,10460590,10460590,utility,15220126,0,"TYCO INTEGRATED SECURITY, LLC",2,United States company or corporation,US,FL,Boca Raton,20,0,2019,2016
11766,10340913,10340913,utility,16130900,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,7,0,2019,2018
11770,8700440,8700440,utility,12686083,0,"American Airlines, Inc.",2,United States company or corporation,US,TX,Fort Worth,3,6,2014,2010
11779,10201125,10201125,utility,14479195,0,CNH Industrial America LLC,2,United States company or corporation,US,PA,New Holland,12,0,2019,2014
11781,8532849,8532849,utility,12893264,0,"Rockwell Collins, Inc.",2,United States company or corporation,US,IA,Cedar Rapids,4,5,2013,2010
11783,9620888,9620888,utility,15216849,0,The United States of America as Represented by the Administrator of the National Aeronautics and Space Administration,6,U.S. Federal government,US,DC,Washington,12,0,2017,2016
11787,9390796,9390796,utility,14790430,0,Unity Semiconductor Corporation,2,United States company or corporation,US,CA,Sunnyvale,82,7,2016,2015
11788,9334127,9334127,utility,14301382,0,"Applied Materials, Inc.",2,United States company or corporation,US,CA,Santa Clara,21,1,2016,2014
11791,9061351,9061351,utility,13293651,0,GM Global Technology Operations LLC,2,United States company or corporation,US,MI,Detroit,10,0,2015,2011
11795,9759872,9759872,utility,15047837,0,"Domaille Engineering, LLC",2,United States company or corporation,US,MN,Rochester,25,0,2017,2016
11797,9240597,9240597,utility,13271559,0,University of South Carolina,2,United States company or corporation,US,SC,Columbia,1,2,2016,2011
11798,9964651,9964651,utility,15652358,0,"Integrated Sensors, LLC",2,United States company or corporation,US,OH,Ottawa Hills,27,0,2018,2017
11799,10107971,10107971,utility,15332854,0,CommScope Technologies LLC,2,United States company or corporation,US,NC,Hickory,48,1,2018,2016
11801,9447642,9447642,utility,14076431,0,"Smith International, Inc.",2,United States company or corporation,US,TX,Houston,46,0,2016,2013
11803,8521999,8521999,utility,12721933,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,31,0,2013,2010
11804,10489599,10489599,utility,15197472,0,ORACLE INTERNATIONAL CORPORATION,2,United States company or corporation,US,CA,Redwood Shores,15,0,2019,2016
11806,9840883,9840883,utility,14919466,0,"Thru Tubing Solution, Inc.",2,United States company or corporation,US,OK,Oklahoma City,7,1,2017,2015
11809,10245569,10245569,utility,15648664,0,"Globus Medical, Inc.",2,United States company or corporation,US,PA,Audubon,3,0,2019,2017
11810,9630520,9630520,utility,14595478,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,10,1,2017,2015
11811,10023736,10023736,utility,15118736,0,3M Innovative Properties Company,2,United States company or corporation,US,MN,St. Paul,33,0,2018,2015
11816,8475079,8475079,utility,13007752,0,"ACO Polymer Products, Inc.",2,United States company or corporation,US,OH,Chardon,9,12,2013,2011
11820,9797771,9797771,utility,14777602,0,ISP INVESTMENTS INC.,2,United States company or corporation,US,DE,Wilmington,2,1,2017,2014
11821,10015634,10015634,utility,15256676,0,AT&T Mobility II LLC,2,United States company or corporation,US,GA,Atlanta,27,0,2018,2016
11825,9378543,9378543,utility,14121084,0,"Disney Enterprises, Inc.",2,United States company or corporation,US,CA,Burbank,0,1,2016,2014
11827,8798204,8798204,utility,13228512,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,10,1,2014,2011
11832,9463322,9463322,utility,15135247,0,"NeuroPace, Inc.",2,United States company or corporation,US,CA,Mountain View,15,0,2016,2016
11834,8590330,8590330,utility,12792821,0,Thermo King Corporation,2,United States company or corporation,US,MN,Minneapolis,38,7,2013,2010
11836,8943090,8943090,utility,13621171,0,"A9.com, Inc.",2,United States company or corporation,US,CA,Palo Alto,3,3,2015,2012
11837,8933712,8933712,utility,13735119,0,"Medtronic, Inc.",2,United States company or corporation,US,MN,Minneapolis,36,1,2015,2013
11838,8553682,8553682,utility,13349321,0,Interdigital Technology Corporation,2,United States company or corporation,US,DE,Wilmington,1,0,2013,2012
11839,9343506,9343506,utility,14295770,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,46,0,2016,2014
11841,8924242,8924242,utility,14030627,0,"Mac's Snow Removal, Inc.",2,United States company or corporation,US,IL,Wauconda,3,0,2014,2013
11842,10195783,10195783,utility,16001147,0,Milwaukee Electric Tool Corporation,2,United States company or corporation,US,WI,Brooksfield,2,0,2019,2018
11844,9973949,9973949,utility,15013374,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,0,1,2018,2016
11845,9320877,9320877,utility,13138764,0,"INCUBE LABS, LLC",2,United States company or corporation,US,CA,San Jose,5,1,2016,2010
11851,9640062,9640062,utility,14747567,0,"MOTOROLA SOLUTIONS, INC.",2,United States company or corporation,US,IL,Chicago,4,1,2017,2015
11857,8920729,8920729,utility,13920146,0,Vanderbilt University,2,United States company or corporation,US,TN,Nashville,4,2,2014,2013
11858,10354963,10354963,utility,15838735,0,EASTMAN KODAK COMPANY,2,United States company or corporation,US,NY,Rochester,7,0,2019,2017
11859,10187288,10187288,utility,15645203,0,Caterpillar Inc.,2,United States company or corporation,US,IL,Deerfield,9,0,2019,2017
11862,10430075,10430075,utility,15679030,0,"Facebook, Inc.",2,United States company or corporation,US,CA,Menlo Park,1,0,2019,2017
11864,9939908,9939908,utility,14868243,0,"PAYPAL, INC.",2,United States company or corporation,US,CA,San Jose,7,2,2018,2015
11866,10368652,10368652,utility,15090871,0,Durfold Corporation,2,United States company or corporation,US,MS,Jackson,10,0,2019,2016
11869,8466025,8466025,utility,13195154,0,"MaxPower Semiconductor, Inc.",2,United States company or corporation,US,CA,Santa Clara,20,3,2013,2011
11872,10304615,10304615,utility,14220478,0,"Enpirion, Inc.",2,United States company or corporation,US,NJ,Hampton,141,0,2019,2014
11874,8361721,8361721,utility,13136588,0,"Board of Regents, The University of Texas System",2,United States company or corporation,US,TX,Austin,0,0,2013,2011
11881,9163001,9163001,utility,14380632,0,LUPIN LIMITED,3,Foreign company or corporation,IN,,"Mumbai, Maharashtra",0,1,2015,2013
11883,10247569,10247569,utility,15669129,0,Nytell Software LLC,2,United States company or corporation,US,DE,Wilmington,45,0,2019,2017
11887,10066585,10066585,utility,14275596,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,5,1,2018,2014
11888,9039596,9039596,utility,13093473,0,"Boston Scientific Scimed, Inc.",2,United States company or corporation,US,MN,Maple Grove,21,7,2015,2011
11889,9878672,9878672,utility,14710972,0,GM Global Technology Operations LLC,2,United States company or corporation,US,MI,Detroit,15,0,2018,2015
11893,8981756,8981756,utility,13444392,0,"Rockwell Automation Technologies, Inc.",2,United States company or corporation,US,OH,Mayfield Heights,6,1,2015,2012
11902,8988930,8988930,utility,14150521,0,Unity Semiconductor Corporation,2,United States company or corporation,US,CA,Sunnyvale,5,2,2015,2014
11903,8988848,8988848,utility,13651351,0,"Applied Materials, Inc.",2,United States company or corporation,US,CA,Santa Clara,2,10,2015,2012
11904,9365133,9365133,utility,13719668,0,"Toyota Motor Engineering & Manufacturing North America, Inc.",2,United States company or corporation,US,KY,Erlanger,20,0,2016,2012
11906,9655616,9655616,utility,14161092,0,Covidien LP,2,United States company or corporation,US,MA,Mansfield,150,63,2017,2014
11908,10211072,10211072,utility,15840900,0,"APPLIED MATERIALS, INC.",2,United States company or corporation,US,CA,Santa Clara,15,0,2019,2017
11910,8995194,8995194,utility,14509602,0,Sandisk Technologies Inc.,2,United States company or corporation,US,TX,Plano,3,0,2015,2014
11917,9995133,9995133,utility,14917705,0,"Halliburton Energy Services, Inc.",2,United States company or corporation,US,TX,Houston,29,0,2018,2013
11920,8334670,8334670,utility,12731391,0,GM Global Technology Operations LLC,2,United States company or corporation,US,MI,Detroit,14,2,2012,2010
11921,8511421,8511421,utility,13569115,0,Schlumberger Technology Corporation,2,United States company or corporation,US,TX,Sugar Land,5,1,2013,2012
11923,9687135,9687135,utility,14731481,0,Whirlpool Corporation,2,United States company or corporation,US,MI,Benton Harbor,84,0,2017,2015
11925,10129308,10129308,utility,14989540,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,0,1,2018,2016
11926,9052978,9052978,utility,13949256,0,Oracle International Corporation,2,United States company or corporation,US,CA,Redwood Shores,3,3,2015,2013
11928,9735898,9735898,utility,14861573,0,Rambus Inc.,2,United States company or corporation,US,CA,Sunnyvale,60,0,2017,2015
11929,8751656,8751656,utility,12908590,0,Microsoft Corporation,2,United States company or corporation,US,WA,Redmond,37,7,2014,2010
11931,8984135,8984135,utility,13691146,0,"AT&T Intellectual Property I, L.P.",2,United States company or corporation,US,GA,Atlanta,6,0,2015,2012
11935,9775345,9775345,utility,14910331,0,Sanit Technologies LLC,2,United States company or corporation,US,FL,Sarasota,3,0,2017,2014
11936,8723233,8723233,utility,14046340,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,3,5,2014,2013
11943,8595879,8595879,utility,13644385,0,"SPS New England, Inc.",2,United States company or corporation,US,MA,Salisbury,11,0,2013,2012
11944,8955700,8955700,utility,13248623,0,"Dealer Tire, LLC",2,United States company or corporation,US,OH,Cleveland,26,1,2015,2011
11945,9810927,9810927,utility,14662783,0,3-D Frame Solutions LLC,2,United States company or corporation,US,TX,Texarkana,15,7,2017,2015
11949,9642204,9642204,utility,14800772,0,OSRAM SYLVANIA Inc.,2,United States company or corporation,US,MA,Wilmington,1,0,2017,2015
11950,9838800,9838800,utility,14603992,0,The Johns Hopkins Univeristy,2,United States company or corporation,US,MD,Baltimore,1,0,2017,2015
11954,8249508,8249508,utility,13176683,0,Broadcom Corporation,2,United States company or corporation,US,CA,Irvine,11,1,2012,2011
11956,8839681,8839681,utility,13941167,0,CDS-John Blue Company,2,United States company or corporation,US,AL,Huntsville,33,2,2014,2013
11966,8383432,8383432,utility,12835974,0,"Sharp Laboratories of America, Inc.",2,United States company or corporation,US,WA,Camas,5,0,2013,2010
11968,10019612,10019612,utility,15295093,0,GENERAL ELECTRIC COMPANY,2,United States company or corporation,US,NY,Schenectady,3,0,2018,2016
11969,10194204,10194204,utility,15826319,0,"Rovi Guides, Inc.",2,United States company or corporation,US,CA,San Jose,6,0,2019,2017
11975,9740904,9740904,utility,15193243,0,"Honeywell International, Inc.",2,United States company or corporation,US,NJ,Morris Plains,4,1,2017,2016
11976,8327856,8327856,utility,12749543,0,Celanese Acetate LLC,2,United States company or corporation,US,TX,Dallas,3,0,2012,2010
11977,9757716,9757716,utility,14648476,0,ExxonMobil Chemical Patents Inc.,2,United States company or corporation,US,TX,Baytown,4,2,2017,2013
11978,10422598,10422598,utility,16120765,0,"Wilson's Gun Shop, Inc.",2,United States company or corporation,US,AR,Berryville,20,0,2019,2018
11980,10088242,10088242,utility,14809412,0,Google LLC,2,United States company or corporation,US,CA,Mountain View,12,0,2018,2015
11981,8414448,8414448,utility,13222178,0,General Electric Company,2,United States company or corporation,US,NY,Schenectady,5,7,2013,2011
11983,8922065,8922065,utility,13772918,0,University of Pittsburgh—Of the Commonwealth System of Higher Education,2,United States company or corporation,US,PA,Pittsburgh,4,6,2014,2013
11996,9711177,9711177,utility,15170762,0,SEAGATE TECHNOLOGY LLC,2,United States company or corporation,US,CA,Cupertino,0,0,2017,2016
11998,10030257,10030257,utility,15428220,0,BOARD OF TRUSTEES OF THE UNIVERSITY OF ARKANSAS,2,United States company or corporation,US,AR,Little Rock,16,0,2018,2017
12004,9058755,9058755,utility,13231950,0,"NanoLumens Acquisition, Inc.",2,United States company or corporation,US,GA,Norcross,0,29,2015,2011
12005,10445047,10445047,utility,15859577,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,3,0,2019,2017
